Rep,Clf,MeanF1,StdF1
word2vec,LogisticRegression,0.9246672330784481,0.03149359015554874
word2vec,KNeighborsClassifier,0.9073350325686773,0.02768916608103788
doc2vec,LogisticRegression,0.8541772868875672,0.028176267784504095
doc2vec,KNeighborsClassifier,0.8634664401019542,0.018422189450242887
